SEN,2016,0.01720923372624671,8
ZWE,2016,0.007977313177906646,9
TCD,2016,0.007887627933028024,10
BWA,2017,35.71552601435172,1
NAM,2017,5.759609454616257,2
IRQ,2017,0.5044510960855976,3
SDN,2017,0.28141099473133385,4
GMB,2017,0.06520412426767001,5
SOM,2017,0.05691156416204215,6
PAK,2017,0.03678861964128088,7
SEN,2017,0.011113622265354414,8
BEN,2017,0.004799529707390121,9
TCD,2017,0.0036160337948928606,10
BWA,2018,15.744778555118463,1
NAM,2018,1.3311999093642373,2
SDN,2018,1.3037179955221008,3
SOM,2018,0.39467253778569317,4
PAK,2018,0.09263038017446927,5
GMB,2018,0.08591896979652902,6
SEN,2018,0.01451751686262018,7
ZWE,2018,0.01332653159889094,8
ARM,2018,0.006460797765724088,9
AFG,2018,0.006016413718198976,10
BWA,2019,572.560993237533,1
IRQ,2019,7.989086273661166,2
NAM,2019,5.579385071591098,3
SDN,2019,0.37249430952284246,4
PAK,2019,0.08613359568158663,5
ARM,2019,0.05178874708566381,6
SOM,2019,0.046378895305975526,7
GMB,2019,0.026273537016641473,8
SEN,2019,0.0157243011061692,9
BEN,2019,0.013893831014291865,10
